,P14,P5,P4,P1,P12,BLS1,BLS3,P17,P10,P18,P6,P15,BLS0,P11,P8,BLS2,BLS5,Period,BLS16,P0,BLS10,P3,BLS6,BLS11,BLS25,BLS26,BLS29,BLS4,BLS14,P13,Y,IDs
684,11.0,0.028,0.01688,5.23359,11.0,-0.279103274805,-0.626336985208,0.00177,-739.55759,31.72044,0.12642,10.0,1.32057725702,1.0,0.58729,0.0814869145969,1.37175644708,7.96059466,-0.354864311106,4.80747021762,-0.0210922607128,3.80021,-0.102533521236,-0.449281367149,-0.26083353821,-0.395688765631,0.322894352521,-0.467346835409,-1.16179270097,1.0,1.0,1684
559,8.0,0.01435,0.01297,5.60768,8.0,-1.19026721236,-1.78580774507,0.00275,-2019.43208,12.253,0.02605,8.0,-1.44037769867,0.36167,0.23961,-0.862719855334,0.388147386449,2.90094971,2.70677597003,0.736732331887,-1.39118811197,5.40886,-0.393560706305,1.92604119507,0.0189339841355,0.807128339137,0.327269522862,0.595172346947,-0.921642591107,4.0,1.0,1559
629,23.0,0.05325,0.01786,6.10711,24.0,-1.19922833984,0.534108974012,0.00172,-2522.65488,50.75688,0.3524,22.0,0.196805251471,0.35051,0.69205,2.06840439917,0.618082352313,2.99141828,0.153094271787,2.17070805359,0.73737555005,5.47995,-1.11320722742,-0.726609786912,0.229622042448,-0.197939233659,-0.926111560319,0.543041564265,-0.0887088847332,3.0,1.0,1629
192,40.0,0.0553,0.00933,2.79452,38.0,-0.061856790104,-0.518753856567,0.00229,-2214850.42363,9.22637,0.20325,40.0,0.582126139823,0.99915,0.20962,0.435420597084,-0.858723924194,7.35766907,0.110142702597,1.76659321015,0.0273517841246,2.79452,-0.387687768305,0.0668678844247,-0.30289056848,-0.93476454353,0.272111064106,-0.876355228432,0.214280023685,2.0,1.0,1192
835,18.0,0.03578,0.01634,6.63832,19.0,0.529318643013,-0.472106490536,0.00578,-140.38274,12.3305,-0.02146,18.0,0.364030666917,0.60653,0.54715,0.0170203908034,0.672739864417,5.25156564,-0.474067308773,2.98818158135,-0.430262689179,6.26078,-0.040581517269,1.13862872282,-0.451786416916,-0.699207422413,0.0188571552089,-1.59404401853,-0.000937638518949,2.0,1.0,1835
763,10.0,0.02006,0.01631,5.74346,9.0,1.98995466043,-0.330078071743,0.00466,-133.18153,9.87766,0.12116,11.0,-0.275745608931,0.39497,0.14488,0.616521095809,-0.0466411255274,3.38715578,1.42902588869,0.545525163524,-0.916108006411,5.62884,0.0917369509679,-0.275201037378,1.64830521854,-0.983111721201,0.799174874608,0.309616984972,0.31792202657,3.0,1.0,1763
707,5.0,0.00998,0.01944,5.41213,5.0,-1.09677881639,-0.987987133439,0.0038,-196.2578,11.45568,0.2146,5.0,-1.33905966325,0.2892,0.11511,0.00562020471076,-0.341073317707,0.51094552,0.287243635342,0.0821984419264,2.35418346783,5.46742,1.72131783447,-0.785125737643,-0.152630781143,-0.174880517865,1.67416577454,0.695915343667,0.743734824197,5.0,1.0,1707
359,5.0,0.01055,0.01691,4.7451,6.0,-1.17504450471,-1.61476484069,0.00251,-37401.1458,15.18933,0.32212,6.0,-1.45070567694,0.45207,0.16055,-0.76572600921,-0.40361922136,2.89937264,2.87215494642,0.501613043496,1.61050849985,4.72661,1.29245929934,0.80591724551,1.33268287822,0.562084596514,-2.21317965015,0.226111536634,0.303380545432,4.0,1.0,1359
9,6.0,0.01007,0.01427,4.18901,5.0,-1.23730676054,-1.88942597817,0.00271,-9939694.82625,10.71686,0.12091,6.0,-1.4144383668,0.46304,0.14479,-0.763399632225,-0.164376209681,2.90016096,1.65524687645,0.455344609263,0.879615378566,4.14129,0.95284454545,0.318374080838,1.32130099586,0.160773993062,-1.67407692349,0.345698339928,0.330110300704,4.0,1.0,1009
723,25.0,0.05865,0.02165,6.53049,26.0,-1.13380938709,0.669579255174,0.00303,-533.39552,36.47806,0.51741,24.0,0.177816239322,0.34555,0.41544,1.97810421415,0.241865264265,2.98940619,-0.0648984326389,1.35042541986,0.738905539963,5.85842,-1.02882031132,-0.852456827295,0.693868395463,-0.551646127756,-0.327721710582,0.862505821774,-0.42740726847,3.0,1.0,1723
277,25.0,0.04481,0.01414,6.08458,27.0,-0.590885357565,0.565987217415,0.00165,-630192.14619,29.48179,0.24213,26.0,0.179170352312,0.33085,0.16349,1.54042279594,-1.0321921852,3.06007367,-0.897157579822,0.589693408796,-0.301291582206,5.5575,3.85226286785,0.503540756196,-0.675165005841,-0.587137600612,0.579833291973,0.290828196009,-1.44495442243,4.0,1.0,1277
754,8.0,0.01743,0.01204,4.03858,8.0,-0.362352765323,-0.599018774658,0.00479,-52.7722,7.1068,0.15555,10.0,-1.64365869658,0.44321,0.46737,-0.845384105993,-0.254945589616,0.5571425,0.624055826903,0.286078857148,1.85779622175,4.267,-0.83491780572,0.0309058076511,1.1005563514,-0.856103110475,0.606056401149,0.402014320622,-0.00988260887103,8.0,1.0,1754
804,5.0,0.01123,0.01949,4.10278,7.0,-0.703184695928,-0.499618830742,0.00671,-47.06384,7.68434,0.21699,4.0,-1.34509972271,0.28526,0.15895,-0.0504912645669,-0.890379161199,0.51103854,-1.59492666949,0.104930146947,1.56644645038,4.21244,0.971480682236,1.78433030333,1.21548917953,1.40584773987,1.94151522256,0.570552667885,-0.983817461775,7.0,1.0,1804
599,19.0,0.05737,0.01867,5.20637,19.0,-0.302545601266,-0.438132921727,0.00084,-7254.12371,82.01134,0.17411,19.0,1.28944919491,0.96848,0.59646,0.133686718992,-0.21974679525,6.91143768,0.423248071417,4.34152456489,-0.194740365205,3.92589,-0.226704110248,-0.582158092934,-0.40508811705,-0.802873791242,0.395076251326,-0.140030738035,-0.848594546541,1.0,1.0,1599
70,23.0,0.0552,0.01815,5.88619,24.0,-1.10240368529,0.588733569,0.00128,-16597730.0041,69.58335,0.37419,24.0,0.245705721328,0.33721,0.68104,2.01846531678,0.677258251227,2.99679714,0.394242961189,2.14449660977,0.941644322067,5.31772,-1.05155075322,-0.788838945949,0.621167959543,-0.0827729906822,-0.77728796206,0.522092907262,-0.219794135448,3.0,1.0,1070
472,9.0,0.01558,0.01758,5.17386,9.0,-0.88615916667,1.05258702557,0.00249,-19306.97721,13.67954,0.06603,5.0,0.0581065089885,0.53578,0.59876,2.04458083026,-0.744341838418,6.15880641,-0.374013890696,3.75643064114,-0.412768769644,4.71789,1.1724470586,-0.248029287701,1.03186406822,-0.726392634355,0.791991162014,0.418198910509,0.0394411168013,2.0,1.0,1472
600,7.0,0.01219,0.01321,5.27551,6.0,-1.19799142839,-1.59730066244,0.00271,-699.36396,11.38366,0.08337,7.0,-1.53664831827,0.42303,0.13364,-0.733829554158,-0.207746817698,2.90000326,2.17193960955,0.426065784378,1.20810740539,5.24105,0.547543311982,0.559999932408,1.17998234612,0.406225528847,-0.67184409084,0.754529824077,-0.275386108231,4.0,1.0,1600
396,18.0,0.04864,0.01828,5.21739,19.0,-0.281434899034,-0.500140293106,0.00025,-174296.02918,195.30176,0.14946,19.0,1.33264286747,0.66529,0.5296,0.141326918972,-0.141772062336,7.98204023,0.169234638289,4.44226553618,0.0246602124036,3.8733,-0.192755293384,-0.583655106276,-0.342440621665,-0.76907660947,0.157314054858,-0.118404644435,-0.751010808689,1.0,1.0,1396
314,7.0,0.01605,0.01926,5.1694,7.0,2.25757604762,-0.708152357906,0.00276,-145549.96596,13.99443,0.28347,8.0,-0.229621502001,0.50386,0.38887,0.902490988448,-0.225759244114,4.98176655,0.661283001683,1.99808577506,-1.11487818962,4.73388,1.0023184859,-0.59655199256,-0.819098303749,-0.00884858956048,-0.265163093402,0.912648954727,0.681294851549,2.0,1.0,1314
705,15.0,0.03232,0.00854,4.70051,15.0,-0.927636152138,-1.21279812139,0.00353,-132.53049,9.38278,0.17985,15.0,-1.31261089124,0.22684,0.80132,-0.463516728394,-0.173464472572,0.51288147,0.749374010998,0.440103274926,3.03195032368,4.7921,0.983587785957,0.219365282148,1.52824196978,0.216999987576,-0.136693966554,0.322552123886,0.387154949779,15.0,1.0,1705
486,10.0,0.03883,0.01816,5.85448,16.0,-0.104982072626,-0.442775639966,0.00041,-27859.16132,145.52164,0.13946,20.0,1.11469480536,0.49103,0.97634,0.065606570185,1.30034894364,5.52122241,0.0905017885424,5.51860279004,0.117726983129,4.57082,0.805590553223,-0.748209813894,-0.309130316578,-0.114388427443,-0.294084773369,-0.930401066153,-0.25762787944,2.0,1.0,1486
551,13.0,0.02624,0.00915,4.98093,13.0,-1.32233940589,-1.01834152504,0.00279,-1604.18425,11.11807,0.02575,10.0,-1.40458264264,0.30757,0.74557,-0.00187601862179,-0.44484938396,1.01907342,1.862071185,0.793992464426,4.20895574728,4.82796,2.49141777154,0.257473234798,1.01265217846,0.405359971135,-0.134439382203,0.610407691982,0.221176005858,10.0,1.0,1551
87,23.0,0.04386,0.01467,4.61848,23.0,0.134335540516,-0.539746605704,0.00148,-12140023.7125,28.31759,0.3249,23.0,0.538329780138,0.73923,0.12404,0.320404996041,0.640487464472,5.4235275,-0.106534963977,0.812477991583,0.0449791091151,4.44574,0.73165626579,-0.538550880598,-0.180044318421,0.100128565657,-0.343250286146,-1.54740474038,0.812690233322,2.0,1.0,1087
174,19.0,0.0422,0.01041,5.261,25.0,-0.353085742102,0.27342954561,0.00204,-1857993.87148,20.06478,0.16657,24.0,0.154147831068,0.4249,0.0,1.45446417311,-1.10035054843,3.06482163,-1.83552404918,0.0855079093623,-1.27278702941,4.93708,3.43412754999,-0.0923693148925,-2.04061160062,-0.48139531875,-0.251245599516,-0.221962489007,-0.827606240964,4.0,1.0,1174
600,7.0,0.01219,0.01321,5.27551,6.0,-1.19799142839,-1.59730066244,0.00271,-699.36396,11.38366,0.08337,7.0,-1.53664831827,0.42303,0.13364,-0.733829554158,-0.207746817698,2.90000326,2.17193960955,0.426065784378,1.20810740539,5.24105,0.547543311982,0.559999932408,1.17998234612,0.406225528847,-0.67184409084,0.754529824077,-0.275386108231,4.0,1.0,1600
849,36.0,0.07067,0.01061,5.7267,44.0,-0.054375585392,-0.565429677286,0.00611,-116.51348,8.3555,0.06006,33.0,0.312517618045,0.62017,0.01132,-0.337855132825,-1.66946444627,4.83016954,-0.168482399288,0.246157354541,-0.669532061015,5.27552,-0.737908445882,-2.02670321756,2.00321431663,1.13131184992,0.208460454179,-0.570396687152,2.43806034797,3.0,1.0,1849
677,27.0,0.04524,0.01849,7.1271,27.0,-0.656599739995,0.802233593045,0.00219,-1378.86579,41.03658,0.35713,26.0,-0.112609609426,0.27486,0.14704,1.5701263342,-1.31305061031,3.0558656,-1.05290816155,0.539294112071,-0.519048233181,6.29632,5.27674499643,1.0543647822,-0.397440451186,0.151805894461,-0.462592918393,0.520679555765,-1.25139766832,4.0,1.0,1677
537,20.0,0.04132,0.01825,6.29443,22.0,0.374616676928,-0.484380286862,0.0006,-17484.48227,139.22138,0.15095,20.0,0.738051237887,0.5055,0.54073,0.349529104754,0.416766978043,5.26868591,0.453947656733,2.97863383729,-0.454295628357,5.43299,0.293073762093,0.0576745100676,-0.165148248962,-0.11735941756,-0.0737698401688,-1.61844001888,-0.172091155863,2.0,1.0,1537
845,22.0,0.03469,0.01696,5.04677,12.0,0.0235931854014,0.211990949527,0.00588,-79.40768,10.00018,0.11316,12.0,0.609964863497,0.97312,0.45803,-0.280121179158,-0.597029686021,6.80647302,0.812603183786,3.25644400903,1.27802433731,4.61246,-0.383272984969,0.0138842554807,-0.785901920145,1.49494241369,0.670043365363,-0.0751541332703,-0.702907763752,2.0,1.0,1845
72,24.0,0.04307,0.01881,7.31803,28.0,-0.677723712721,0.826066111949,0.00049,-26412380.3136,202.84959,0.22145,24.0,-0.0278096167762,0.25569,0.07379,1.73122453262,-1.37645348636,3.06341329,-0.951639501418,0.312842375525,-0.936785778899,6.32259,5.36125775575,1.44831919551,-0.291906180477,0.750219033386,-0.903016941342,0.501075956291,-0.716211588767,4.0,1.0,1072
777,31.0,0.05439,0.01662,6.25227,32.0,-0.990479695456,0.696950400779,0.00415,-258.43746,19.79769,0.36952,26.0,0.121661455038,0.34423,0.25489,1.99387362494,0.380415807209,2.98739679,-0.0610268459263,0.863528955851,1.04519398187,5.62256,-1.69589780691,-0.975739378971,-0.361026524284,-0.753723599853,0.269313531368,0.695840822,-0.555561481599,4.0,1.0,1777
916,19.0,0.03213,0.0184,3.71834,18.0,0.746615702295,0.857925217953,0.01334,-26.22935,5.85187,0.28531,20.0,-0.966684288917,0.39465,0.03664,-0.204781042649,0.0650254597355,4.10675619,1.27647753125,0.23729659869,-0.308516421555,3.91744,-0.748535626728,-0.814516983257,2.25623321742,-0.262921915438,0.145970838716,-1.27358943578,0.322734409953,3.0,1.0,1916
115,7.0,0.01587,0.01547,6.03104,9.0,2.20876272784,-0.617931770699,0.00262,-4296736.85615,13.6319,-0.0279,8.0,-0.202076800718,0.36856,0.11629,0.951351594914,-0.224907018589,3.38586556,0.991533023517,0.44144584899,-1.68282386895,5.54912,0.914711478735,-0.882878285688,0.673905273742,0.306898609846,0.605913433599,0.908411331393,0.709097215933,3.0,1.0,1115
976,24.0,0.0485,0.02327,3.89046,23.0,0.92862738187,0.529130386767,0.01937,-23.73599,5.64515,0.23329,24.0,-1.30028032479,0.2488,0.0811,-0.112558372062,0.311153597138,1.28517107,-0.771782436059,0.15622021423,0.20362347462,4.2415,-0.8920566106,0.228061252788,-1.43717251389,-1.09223992834,0.779328958848,-0.33712256101,0.225262291064,8.0,1.0,1976
755,10.0,0.0237,0.0149,4.68128,11.0,-0.925358236832,-1.38139783893,0.0049,-101.54822,9.72299,0.22562,11.0,-1.20644799346,0.48252,0.70816,-0.324559558088,-0.184570844855,1.89240169,-0.683137907167,1.3833783594,-0.543152466908,4.73522,0.371911828946,-0.761460345491,-0.246815284116,0.201369505916,1.59310547443,0.385774849482,-0.188313783718,5.0,1.0,1755
709,6.0,0.01068,0.01762,4.06959,5.0,-1.10657460447,-1.73982645342,0.00384,-143.14788,9.45972,0.08639,6.0,-1.28962819667,0.57477,0.2244,-0.579502803784,0.135226098919,3.87745191,0.056104230755,0.911644885964,0.779621466583,4.0922,0.911524917093,-0.163310695137,0.350631056451,-1.16391100676,-0.204760988601,0.670542747064,0.632201541657,3.0,1.0,1709
847,21.0,0.0539,0.02077,5.06893,20.0,-0.169102493606,-0.114607349027,0.00592,-158.90796,15.20102,0.26263,21.0,1.14065301046,0.73253,0.64723,-0.221757040641,-0.348763613343,7.98323504,-0.27212284914,5.40294108439,0.0638240838506,3.92015,-0.399353945585,-0.53187672613,0.00671404590483,-1.9870613235,-2.43324825902,-0.130662732822,-0.632787052795,1.0,1.0,1847
431,23.0,0.04347,0.01844,4.40859,22.0,0.122685132547,-0.512823288565,0.00134,-45117.83755,37.28486,0.46014,22.0,0.531389066473,0.65546,0.56578,0.609448873983,0.415545706404,5.38138962,1.38190369672,3.18246117371,-0.380547293794,4.25104,0.129397092412,-0.549773399297,-0.416409383584,0.0387075558067,0.592709586677,-1.63203950758,0.532305755507,2.0,1.0,1431
448,17.0,0.04458,0.01805,4.69473,17.0,-0.0823686222275,-0.485324673243,0.00034,-73603.85379,150.53307,0.12101,17.0,0.952067702015,0.82604,0.42257,0.00880458053282,-0.813563956782,8.0,0.112813911787,3.57975464097,0.277042438357,4.0164,-0.143550406423,-0.267299377349,-0.0734177027273,-0.55903812206,0.261735111876,-0.51401053078,-0.726452970558,1.0,1.0,1448
850,9.0,0.01846,0.02285,4.12459,10.0,-0.359720659893,0.309805411602,0.00937,-33.50503,7.71102,0.25059,7.0,-1.09229064379,0.48813,0.24359,-0.355239334773,-0.263635833126,0.58762062,3.36837152489,0.169397735582,1.69512095677,4.33835,0.363463768344,0.991339957895,0.732725277264,-0.328372409983,-0.705132347514,-0.699892617526,0.456459912114,10.0,1.0,1850
99,42.0,0.06184,0.00999,2.77961,42.0,-0.0444925115516,-0.518208649407,0.00227,-10310346.2193,10.42757,0.30363,42.0,0.588219758185,0.9991,0.21396,0.409026124777,-0.879558655593,7.06994008,0.149571136453,1.7521258049,0.102581786009,2.77961,-0.37205605813,0.0658576086219,-0.274724364011,-0.847174690908,0.182359807732,-0.872107756963,0.238838404251,2.0,1.0,1099
984,24.0,0.04551,0.02871,4.98667,25.0,0.294339864083,0.513649591744,0.01988,-38.92438,7.15087,0.22561,24.0,-0.264495815708,0.50147,0.05722,-0.891909301406,0.541135016454,5.5551528,-0.47167742885,0.465116959658,-0.357870364121,5.18695,-1.03766592157,-0.584215042006,-0.598959978635,-0.898459082006,-2.88785823226,-0.40184668135,0.72167765434,2.0,1.0,1984
177,26.0,0.05845,0.01825,5.72667,24.0,-1.08713335308,0.524770593023,0.00135,-3240164.42335,66.45481,0.4104,26.0,0.232303893093,0.33786,0.58835,2.08226247892,0.61439515063,2.99444151,0.293245012537,1.87012899344,0.910883159352,5.16218,-0.983236327969,-0.617249017807,0.717399231215,-0.191489493068,-0.678054193502,0.503556327942,-0.200548727547,3.0,1.0,1177
755,10.0,0.0237,0.0149,4.68128,11.0,-0.925358236832,-1.38139783893,0.0049,-101.54822,9.72299,0.22562,11.0,-1.20644799346,0.48252,0.70816,-0.324559558088,-0.184570844855,1.89240169,-0.683137907167,1.3833783594,-0.543152466908,4.73522,0.371911828946,-0.761460345491,-0.246815284116,0.201369505916,1.59310547443,0.385774849482,-0.188313783718,5.0,1.0,1755
797,18.0,0.05131,0.01919,5.49314,19.0,-0.222160669613,-0.277602448672,0.0041,-320.61506,18.08369,0.1537,19.0,1.28727034153,0.86903,0.70988,-0.255577819952,0.201651405433,7.60094633,1.2650025149,5.61160947724,-0.53964830822,4.09348,-0.458632103726,-0.841611883921,-0.435531067917,-0.680101091799,1.20291916854,-0.136302576571,-1.38475670953,1.0,1.0,1797
659,7.0,0.01304,0.01472,5.00391,8.0,-1.28813513354,-1.35475921694,0.00345,-391.16778,11.11434,0.15037,7.0,-1.14790473961,0.35764,0.02315,-0.21684576172,-0.406354628805,3.84752121,0.885778077103,0.13499584471,2.39504881263,5.03249,1.43213492403,-0.436588351599,-0.423646306783,0.411001994708,-0.00338838191359,0.462431405524,0.0826216277364,3.0,1.0,1659
147,41.0,0.05398,0.00955,2.85512,41.0,-0.0329676080356,-0.492232153761,0.00231,-4919138.94134,9.40035,0.25583,41.0,0.598121143262,0.99862,0.07149,0.457779663606,-0.782615551491,7.90865413,0.00177306605742,0.799672937061,-0.0398206753164,2.85512,-0.288370087486,-0.283581289114,-0.408807352967,-1.01701248016,0.710440891519,-0.830729695451,0.328283230063,2.0,1.0,1147
910,18.0,0.03871,0.01772,4.11258,19.0,0.438070548191,0.466351077503,0.01395,-27.79471,5.53484,0.17699,15.0,-1.30286238035,0.31598,0.91352,0.190859442229,-0.349704913724,1.67662592,-0.567306007955,1.58491155818,1.50839506898,4.32534,-1.34507691261,0.492948689346,0.0863823182439,1.72450969377,-0.842942216295,-0.0353805839895,-0.491668091422,6.0,1.0,1910
423,26.0,0.04634,0.01437,5.91528,27.0,-0.583462492173,0.585657535011,0.00165,-55958.57434,28.97268,0.27747,27.0,0.196540830717,0.33273,0.16399,1.44558268759,-1.04418078935,3.05972256,-0.887919148225,0.59347698378,-0.289245287389,5.42778,3.86279960332,0.590057828394,-0.77569511011,-0.502901185454,0.432905649015,0.297781474938,-1.61546119365,4.0,1.0,1423
288,21.0,0.04129,0.01811,6.15617,21.0,0.365079291664,-0.523559213193,0.00024,-935954.23407,222.43857,0.14614,21.0,0.718214670299,0.50647,0.3073,0.359219111623,0.565111255731,5.27963887,0.528342688489,1.75228467077,-0.577906411009,5.32369,0.25119626324,0.061545399984,-0.149707989091,-0.1725583021,-0.0285286311178,-1.63570278368,-0.0687137173759,2.0,1.0,1288
961,10.0,0.02461,0.03241,4.19999,11.0,0.0927612046955,0.659545875139,0.01848,-22.3352,5.81762,0.21302,12.0,-1.17378302993,0.36159,0.56371,-0.614726960293,0.419814305908,1.80266075,0.458398674178,1.05919022355,-0.788146090456,4.48227,0.0746482241587,-0.0574290401988,-0.592190196868,-0.539800932812,3.36720706267,-1.21133739198,0.809091845953,5.0,1.0,1961
265,6.0,0.01375,0.01762,5.15093,7.0,2.26841943279,-0.754776575891,0.00275,-317503.15333,12.8095,0.15287,6.0,-0.207347715145,0.51231,0.0082,0.835534567209,-0.108068025082,5.23918425,0.74730349267,0.0998237555057,-1.04292345476,4.7117,0.80016701068,-0.57708868361,-1.01913034879,0.204506602715,-0.421190032952,0.865384788868,0.792110571708,2.0,1.0,1265
697,33.0,0.05692,0.01027,3.38989,33.0,-0.0911015731275,-0.436332051503,0.00273,-803.12313,9.51768,0.16285,33.0,0.649894852956,0.98518,0.11717,0.434045035552,-0.789830163227,6.05394116,-0.490576535597,0.902484873331,0.0268967711373,3.28534,-0.0848260341389,-0.524672630134,-0.341089262542,-0.26245716594,0.41820920651,-0.831120989377,0.498526765168,2.0,1.0,1697
639,21.0,0.03965,0.01785,6.61207,21.0,0.053775123076,-0.375134841206,0.00123,-3459.57344,66.55156,0.13586,21.0,0.883799002914,0.52294,0.69285,-0.219006262103,1.7644645149,5.46689081,0.663153902765,3.91697000024,0.201444762107,5.49959,1.07038620275,0.0184499211581,0.335396917123,0.0446522979103,-0.750934298257,-1.77874975825,0.178973608765,2.0,1.0,1639
544,19.0,0.06396,0.01836,5.45623,20.0,-0.232386619998,-0.62688099442,0.00059,-15621.39138,124.72078,0.17391,19.0,1.52582564132,1.0,0.80136,0.0973791874727,0.551244603215,6.21333706,-0.0777879826185,5.19865019548,0.027536870861,3.79353,-0.186689946288,-0.467424699401,-0.124340138939,-0.308889785208,-0.271132879977,-0.338452710019,-0.359369470954,1.0,1.0,1544
543,18.0,0.04849,0.01812,4.9153,19.0,-0.131067207191,-0.3317394011,0.0006,-15580.38563,115.54563,0.14461,19.0,1.14843593668,1.0,0.71975,0.175486425076,-0.610887728138,7.98801785,0.712140268135,5.96387107031,0.120825726532,3.94062,-0.0225552997776,-0.331945185755,-0.129456759853,-0.891826840037,0.276424000223,-0.300481507552,-0.911386693867,1.0,1.0,1543
714,8.0,0.01527,0.01816,5.6659,8.0,1.9839789174,-0.374799725303,0.00361,-271.31623,11.96731,0.17153,7.0,-0.179988203096,0.51219,0.08687,0.551695137622,-0.272314745745,5.23661214,1.51068271024,0.515697077685,-1.78031157658,5.46319,0.434268687942,-0.879493388029,0.520549073587,0.286804146084,-0.499002679118,0.581796997876,0.363953681485,2.0,1.0,1714
244,18.0,0.04851,0.01832,4.50203,19.0,-0.122406285678,-0.46143607821,0.00019,-1875330.80181,180.17959,0.14456,18.0,0.719443613722,0.93838,0.30228,0.283450305719,-0.91567951934,7.97607155,-0.341145029664,2.62533163653,0.00974755354617,4.24996,-0.3159482819,0.588043918511,-0.11131424731,-0.605818996026,-0.0258990122427,-0.759266886868,0.182065337472,1.0,1.0,1244
1151,4.0,0.01065,0.00197,4.33925,7.0,-1.30831628803,-1.47437247024,0.00036,-13255.74014,14.43223,0.26436,4.0,-1.32107313725,0.30107,0.15943,-0.230732953807,-0.433460780675,0.51103854,0.300986608849,0.10502723183,2.5534242555,4.324,2.12114829919,0.169387670802,-0.298932755678,-0.4929104781,2.39777308415,0.664725403657,1.14977364384,7.0,1.0,2151
1675,14.0,0.02402,0.00299,4.26276,14.0,-0.141411892076,0.795058534684,0.0019,-27.10318,5.87826,0.22303,15.0,-1.0342279192,0.56347,0.02644,-0.411523452959,0.552669353086,6.10802144,-1.09157558732,0.255715643789,-1.21575603062,4.4769,-0.450159964503,-0.24155594053,0.653218102544,-1.41151109628,1.74856339407,-0.943060961844,0.980050501833,2.0,1.0,2675
1510,17.0,0.03416,0.00148,4.88647,16.0,1.80658308895,-0.5197140593,0.00065,-115.14372,8.58372,0.25399,17.0,-0.399356632368,0.3421,0.68131,0.178149248617,0.119017538955,1.71633798,-0.938326085275,1.21951164418,1.1575691727,4.82332,-0.489972917351,1.30408786968,-0.456847110442,-1.3610317835,-0.342629914162,0.811205119448,-0.353609633839,6.0,1.0,2510
1459,6.0,0.01049,0.00164,4.55903,6.0,-0.934073574146,-1.10512807822,0.00049,-103.40596,7.46877,0.06642,5.0,-1.24690601883,0.58964,0.29967,-0.265290425289,-0.553448162223,3.90499063,0.00529145898877,1.2115115429,1.45966372645,4.6969,0.69780855247,-1.2327038571,-0.455461516079,1.73350493464,-1.36205266934,0.433690290357,2.08465122594,3.0,1.0,2459
1882,11.0,0.02212,0.01303,3.60206,10.0,0.239874009314,1.22144724165,0.00808,-17.53841,5.09698,0.0672,10.0,-1.49065393489,0.22715,0.24285,-0.411580450647,1.90321930595,0.71690038,0.868293006609,0.202863438688,-0.495063909931,3.75262,-0.357840439256,1.18843665838,1.62143538758,-0.82856358339,0.765968085993,-1.40461330292,-0.53450298362,10.0,1.0,2882
1183,10.0,0.02731,0.0021,4.74721,11.0,-0.0961622381512,-0.737361673212,0.00011,-32700.67186,20.53152,0.14719,10.0,1.14823313357,1.0,0.65874,0.293368646088,0.633108000339,7.96773037,-0.451628463334,5.37827025328,-0.243291986032,3.64953,0.100179764195,-1.70517835098,-0.526326670426,-0.819106439712,-0.304795692148,-0.384039324904,-0.557476387868,1.0,1.0,2183
1028,25.0,0.05802,0.00209,5.73559,24.0,-1.09341677755,0.566218037996,0.00019,-465613.83587,32.16003,0.40827,27.0,0.254478744714,0.35734,0.75869,2.02255561686,0.615881956849,3.00202639,0.429897335031,2.3855304201,0.822004846687,5.17329,-1.05776531791,-0.375959437079,0.7832108037,-0.604568767433,-0.548426175298,0.622959573916,-0.177383395708,3.0,1.0,2028
1802,17.0,0.03562,0.00863,4.7135,18.0,0.346116638312,1.48113963538,0.00595,-26.53979,6.14973,0.17543,16.0,-1.39302232503,0.24568,0.79697,-0.155058342432,-0.177384480452,0.75181636,-0.471462547692,0.633402355987,0.36277109244,5.1457,-1.11254103216,-0.583798791236,-0.328123029056,2.09358908927,1.06562690332,-0.591861108051,-0.650908242425,13.0,1.0,2802
1128,25.0,0.05762,0.00202,5.82118,25.0,-1.11857493276,0.665911728333,0.0002,-98254.7867,32.13042,0.37831,25.0,0.187232057167,0.34654,0.87282,2.22772593496,-0.0805928201537,3.00914036,0.363818519327,2.73396347139,0.561485360544,5.18884,-0.787503316717,-0.290994494193,0.458556839386,-0.39422695036,-0.44902246668,0.73727603011,0.112518331018,3.0,1.0,2128
1128,25.0,0.05762,0.00202,5.82118,25.0,-1.11857493276,0.665911728333,0.0002,-98254.7867,32.13042,0.37831,25.0,0.187232057167,0.34654,0.87282,2.22772593496,-0.0805928201537,3.00914036,0.363818519327,2.73396347139,0.561485360544,5.18884,-0.787503316717,-0.290994494193,0.458556839386,-0.39422695036,-0.44902246668,0.73727603011,0.112518331018,3.0,1.0,2128
1932,18.0,0.04108,0.01675,3.91127,20.0,0.109317296911,1.11479521697,0.01317,-24.33705,5.69007,0.11807,18.0,-1.32144714903,0.24423,0.35598,0.110794706815,0.463644702776,1.07494165,1.43460806202,0.425571870872,-0.865144096111,4.16524,-0.652574454521,0.195961606077,-1.72817696856,1.92988408172,-0.15707210254,-0.473027739544,0.263178376988,9.0,1.0,2932
1053,8.0,0.01562,0.00141,5.02119,10.0,-1.17921500559,-1.83906411062,0.00032,-73834.39648,11.71732,0.06829,9.0,-1.44343449242,0.3763,0.21943,-0.922085512577,0.201325077556,2.89889986,2.89749682743,0.679585709263,-0.629344686137,4.91971,-0.0141616573263,1.62815682067,0.163519817433,0.364843726044,0.177240516485,0.514788595164,-0.366033105674,4.0,1.0,2053
